epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,21227.2,1.17561,0.58854,0.86167,0.85103,0.55436,0.65726,0.4181,1.22134,0.63423,0.85019,0.0002773,0.0002773,0.0002773
75,21515.5,1.17237,0.58839,0.86131,0.85744,0.55232,0.65759,0.41842,1.21996,0.63338,0.85014,0.0002674,0.0002674,0.0002674
76,21805,1.1666,0.58826,0.85631,0.85508,0.55257,0.65777,0.41893,1.22026,0.63296,0.85039,0.0002575,0.0002575,0.0002575
77,22092.3,1.1665,0.58564,0.85931,0.85179,0.5552,0.65807,0.41921,1.21992,0.63189,0.85049,0.0002476,0.0002476,0.0002476
78,22378.3,1.15177,0.57973,0.85537,0.85286,0.55531,0.65829,0.41947,1.21978,0.63114,0.85048,0.0002377,0.0002377,0.0002377
79,22666.4,1.15151,0.57525,0.85301,0.84404,0.55831,0.65819,0.41992,1.21986,0.63008,0.8505,0.0002278,0.0002278,0.0002278
80,22955.3,1.14301,0.57515,0.85643,0.8438,0.55854,0.65848,0.42033,1.21966,0.6289,0.85062,0.0002179,0.0002179,0.0002179
81,23244.6,1.13526,0.56701,0.85151,0.85499,0.55397,0.65864,0.4208,1.21884,0.62818,0.85058,0.000208,0.000208,0.000208
82,23533,1.14394,0.57137,0.85401,0.85473,0.55397,0.65911,0.42116,1.21803,0.62781,0.85086,0.0001981,0.0001981,0.0001981
83,23821.3,1.13528,0.5674,0.85314,0.8538,0.55456,0.65968,0.42187,1.21902,0.628,0.85097,0.0001882,0.0001882,0.0001882
84,24109.8,1.12955,0.56582,0.85128,0.85348,0.55556,0.66031,0.42249,1.21909,0.62729,0.85098,0.0001783,0.0001783,0.0001783
85,24399.2,1.12075,0.55747,0.84888,0.85052,0.55645,0.65996,0.42216,1.21884,0.62662,0.85106,0.0001684,0.0001684,0.0001684
86,24687.1,1.11468,0.55621,0.84877,0.8436,0.55854,0.66101,0.42253,1.21826,0.62641,0.85094,0.0001585,0.0001585,0.0001585
87,24974.7,1.11558,0.55156,0.84942,0.84313,0.56013,0.66135,0.42295,1.21722,0.62621,0.85096,0.0001486,0.0001486,0.0001486
88,25263.9,1.10418,0.54798,0.8482,0.84209,0.55965,0.66171,0.42316,1.21674,0.62529,0.85094,0.0001387,0.0001387,0.0001387
89,25553.3,1.11052,0.548,0.84666,0.84379,0.55936,0.66178,0.42364,1.21705,0.62573,0.85119,0.0001288,0.0001288,0.0001288
90,25841,1.09885,0.54535,0.84679,0.8454,0.55978,0.66278,0.42396,1.21586,0.62497,0.85133,0.0001189,0.0001189,0.0001189
1,309.986,2.08165,1.43096,1.0442,0.64207,0.37388,0.38703,0.18312,1.94863,1.36824,0.97422,0.0670238,0.000333093,0.000333093
2,608.541,2.03759,1.35921,1.03038,0.6672,0.38601,0.43844,0.2111,1.92942,1.598,0.95157,0.0340172,0.000659829,0.000659829
3,897.423,1.95931,1.28838,1.0118,0.69167,0.42985,0.48565,0.24748,1.84874,1.2592,0.9333,0.00100396,0.000979965,0.000979965
4,1183.8,1.88724,1.22415,0.99626,0.73571,0.46392,0.52066,0.26672,1.76168,1.0968,0.92851,0.0009703,0.0009703,0.0009703
5,1472.25,1.83458,1.17607,0.98998,0.75736,0.43411,0.50238,0.26942,1.68822,1.12838,0.90893,0.0009604,0.0009604,0.0009604
6,1761.44,1.78104,1.11863,0.97175,0.75371,0.47088,0.53337,0.29392,1.62986,1.01504,0.90573,0.0009505,0.0009505,0.0009505
7,2050.65,1.74882,1.08777,0.96839,0.75683,0.49871,0.56023,0.30925,1.57779,0.9967,0.89373,0.0009406,0.0009406,0.0009406
8,2337.89,1.71116,1.05679,0.96313,0.77555,0.49394,0.56347,0.31816,1.52857,0.92558,0.89477,0.0009307,0.0009307,0.0009307
9,2626.6,1.69152,1.03988,0.9609,0.79729,0.49955,0.57755,0.32653,1.50747,0.89394,0.88577,0.0009208,0.0009208,0.0009208
10,2913.49,1.67126,1.01432,0.95819,0.76794,0.50268,0.57255,0.32468,1.49842,0.91511,0.88069,0.0009109,0.0009109,0.0009109
11,3200.86,1.64771,0.99221,0.95232,0.78849,0.50527,0.57749,0.33066,1.45815,0.85775,0.88122,0.000901,0.000901,0.000901
12,3487.86,1.626,0.98197,0.94768,0.7973,0.49394,0.57528,0.33678,1.43618,0.85023,0.87956,0.0008911,0.0008911,0.0008911
13,3775.88,1.61072,0.96121,0.9501,0.76979,0.50388,0.57821,0.33198,1.43704,0.88616,0.87447,0.0008812,0.0008812,0.0008812
14,4065.26,1.60795,0.94917,0.94085,0.77212,0.52867,0.60055,0.34858,1.39785,0.83482,0.86902,0.0008713,0.0008713,0.0008713
15,4355.73,1.58317,0.92821,0.93694,0.7871,0.53055,0.60316,0.35392,1.39755,0.80285,0.87157,0.0008614,0.0008614,0.0008614
16,4644.1,1.56046,0.90946,0.93631,0.79096,0.52594,0.60414,0.35884,1.3853,0.80173,0.86953,0.0008515,0.0008515,0.0008515
17,4932.55,1.56805,0.90854,0.93477,0.80244,0.52813,0.60916,0.36273,1.36617,0.78504,0.8679,0.0008416,0.0008416,0.0008416
18,5220.81,1.55015,0.89442,0.93136,0.7936,0.5321,0.61107,0.36939,1.34469,0.76514,0.86483,0.0008317,0.0008317,0.0008317
19,5509.88,1.53731,0.88582,0.92985,0.81633,0.52733,0.61612,0.36965,1.34488,0.76029,0.86379,0.0008218,0.0008218,0.0008218
20,5798.25,1.52637,0.88027,0.92704,0.80654,0.53608,0.61529,0.37073,1.3235,0.75153,0.86203,0.0008119,0.0008119,0.0008119
21,6085.98,1.5196,0.8686,0.92669,0.81716,0.53767,0.62065,0.37331,1.3291,0.7429,0.86182,0.000802,0.000802,0.000802
22,6375.46,1.51548,0.85683,0.92206,0.81586,0.53368,0.62168,0.37658,1.31135,0.73385,0.85776,0.0007921,0.0007921,0.0007921
23,6654.28,1.50097,0.85282,0.92356,0.8229,0.5323,0.62305,0.379,1.30268,0.72727,0.85828,0.0007822,0.0007822,0.0007822
24,6940.71,1.48271,0.83633,0.92132,0.80024,0.54164,0.62234,0.37809,1.30143,0.72683,0.85778,0.0007723,0.0007723,0.0007723
25,7228.73,1.47644,0.82202,0.91773,0.80726,0.54528,0.62601,0.38015,1.28528,0.72718,0.85773,0.0007624,0.0007624,0.0007624
26,7518.25,1.4703,0.82324,0.91636,0.83033,0.54065,0.62926,0.38153,1.29129,0.72107,0.85591,0.0007525,0.0007525,0.0007525
27,7806.5,1.45741,0.81497,0.91535,0.80664,0.54999,0.63129,0.38315,1.2922,0.70672,0.85584,0.0007426,0.0007426,0.0007426
28,8094.87,1.45666,0.81515,0.91606,0.7982,0.55317,0.6313,0.38326,1.29451,0.70953,0.85555,0.0007327,0.0007327,0.0007327
29,8381.33,1.4372,0.79487,0.90956,0.82531,0.54681,0.63369,0.38855,1.27785,0.69707,0.85344,0.0007228,0.0007228,0.0007228
30,8667.71,1.43772,0.79234,0.91267,0.82152,0.54383,0.63342,0.38856,1.26843,0.70231,0.85357,0.0007129,0.0007129,0.0007129
31,8955.69,1.43438,0.79572,0.91346,0.83818,0.54085,0.63796,0.39169,1.25946,0.69337,0.8514,0.000703,0.000703,0.000703
32,9242.1,1.41837,0.77893,0.90357,0.82812,0.55118,0.6418,0.39517,1.26089,0.6852,0.8512,0.0006931,0.0006931,0.0006931
33,9528.98,1.41227,0.77366,0.91083,0.83063,0.54978,0.64264,0.39686,1.2557,0.67995,0.85019,0.0006832,0.0006832,0.0006832
34,9816.23,1.40608,0.76552,0.90403,0.84032,0.545,0.64076,0.39753,1.25394,0.6789,0.85141,0.0006733,0.0006733,0.0006733
35,10104.1,1.40031,0.76294,0.90094,0.8301,0.54661,0.64018,0.39791,1.24953,0.6797,0.8512,0.0006634,0.0006634,0.0006634
