epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,1338.36,1.28916,0.7006,0.87087,0.83498,0.61178,0.69368,0.42736,1.23791,0.67362,0.87288,0.0004159,0.0004159,0.0004159
61,1359.76,1.28398,0.69892,0.86706,0.83803,0.61725,0.70057,0.4286,1.23436,0.67395,0.87073,0.000406,0.000406,0.000406
62,1381.53,1.27684,0.68849,0.86587,0.85019,0.60393,0.69281,0.42562,1.23881,0.67443,0.87178,0.0003961,0.0003961,0.0003961
63,1403.28,1.27455,0.68837,0.86878,0.85191,0.60732,0.69372,0.42812,1.22374,0.66558,0.86954,0.0003862,0.0003862,0.0003862
64,1424.59,1.26923,0.68736,0.87203,0.82889,0.61619,0.69494,0.42638,1.23095,0.67295,0.87089,0.0003763,0.0003763,0.0003763
65,1447.21,1.28189,0.69869,0.86923,0.84614,0.60988,0.69842,0.43041,1.22958,0.66175,0.87025,0.0003664,0.0003664,0.0003664
66,1469.91,1.26478,0.68,0.86504,0.84215,0.61136,0.69829,0.43308,1.22193,0.65571,0.86873,0.0003565,0.0003565,0.0003565
67,1492.33,1.25948,0.67821,0.86281,0.84605,0.604,0.6959,0.4322,1.22501,0.65652,0.87093,0.0003466,0.0003466,0.0003466
68,1514.39,1.24634,0.66909,0.8632,0.84565,0.61157,0.69757,0.43203,1.21733,0.6592,0.86883,0.0003367,0.0003367,0.0003367
69,1537.37,1.2592,0.67362,0.86262,0.84574,0.61178,0.70159,0.435,1.21425,0.65636,0.86755,0.0003268,0.0003268,0.0003268
70,1559.53,1.24722,0.66261,0.85793,0.84191,0.61487,0.70021,0.4333,1.21731,0.65869,0.8674,0.0003169,0.0003169,0.0003169
71,1581.7,1.2502,0.67337,0.86802,0.84511,0.61094,0.69959,0.43414,1.21079,0.65347,0.86729,0.000307,0.000307,0.000307
72,1605.42,1.23567,0.66417,0.8617,0.854,0.61016,0.70037,0.43522,1.21269,0.65755,0.86612,0.0002971,0.0002971,0.0002971
73,1626.35,1.24189,0.6657,0.86276,0.83984,0.61975,0.70048,0.43376,1.21218,0.65403,0.86603,0.0002872,0.0002872,0.0002872
74,1647.59,1.22847,0.66039,0.86178,0.85501,0.6114,0.70165,0.4358,1.21008,0.6499,0.86592,0.0002773,0.0002773,0.0002773
75,1668.54,1.23399,0.656,0.86276,0.86742,0.60694,0.70291,0.43897,1.20329,0.64666,0.86445,0.0002674,0.0002674,0.0002674
76,1690.95,1.22868,0.6525,0.86532,0.85436,0.6107,0.70121,0.43765,1.20269,0.64176,0.86505,0.0002575,0.0002575,0.0002575
77,1711.94,1.23327,0.66074,0.86138,0.8421,0.62419,0.70314,0.43779,1.20349,0.64445,0.86612,0.0002476,0.0002476,0.0002476
78,1735.08,1.22994,0.65262,0.8611,0.85101,0.61851,0.70213,0.4375,1.20446,0.64546,0.8656,0.0002377,0.0002377,0.0002377
79,1756.22,1.21544,0.6454,0.86031,0.84066,0.62229,0.70082,0.43862,1.20499,0.64565,0.86544,0.0002278,0.0002278,0.0002278
80,1776.64,1.22429,0.66073,0.86451,0.83507,0.62397,0.69951,0.4369,1.20248,0.64705,0.86505,0.0002179,0.0002179,0.0002179
81,1796.71,1.21486,0.64179,0.85605,0.85043,0.62019,0.70483,0.44056,1.19812,0.64228,0.86456,0.000208,0.000208,0.000208
82,1817.71,1.21859,0.64807,0.8581,0.84338,0.62229,0.7031,0.43931,1.19942,0.64524,0.865,0.0001981,0.0001981,0.0001981
83,1838.54,1.20714,0.63538,0.85813,0.85002,0.6174,0.70408,0.44147,1.19916,0.64185,0.86433,0.0001882,0.0001882,0.0001882
84,1859.31,1.2058,0.63718,0.85664,0.84331,0.61935,0.70285,0.44089,1.19149,0.64122,0.86392,0.0001783,0.0001783,0.0001783
85,1880.19,1.20957,0.63427,0.85569,0.84916,0.62037,0.70469,0.44126,1.18958,0.63898,0.86379,0.0001684,0.0001684,0.0001684
86,1901.27,1.20762,0.63267,0.85388,0.84941,0.61956,0.70596,0.44259,1.18804,0.63367,0.86253,0.0001585,0.0001585,0.0001585
87,1921.89,1.20052,0.63255,0.85389,0.84948,0.62193,0.70851,0.44391,1.1875,0.63531,0.86194,0.0001486,0.0001486,0.0001486
88,1942.61,1.20396,0.63356,0.85983,0.85232,0.61619,0.7067,0.44364,1.18607,0.63371,0.86123,0.0001387,0.0001387,0.0001387
89,1963.34,1.18135,0.62104,0.85519,0.84617,0.62313,0.70749,0.44313,1.18491,0.6327,0.86194,0.0001288,0.0001288,0.0001288
90,1984.02,1.17561,0.61832,0.85216,0.84442,0.62019,0.70721,0.44429,1.1829,0.63039,0.86179,0.0001189,0.0001189,0.0001189
91,2019.22,1.13704,0.58209,0.86218,0.84031,0.62271,0.70245,0.44185,1.1864,0.63348,0.86234,0.000109,0.000109,0.000109
92,2039.91,1.1332,0.57625,0.85605,0.83432,0.62524,0.70178,0.44121,1.18751,0.63696,0.86191,9.91e-05,9.91e-05,9.91e-05
93,2061.44,1.12438,0.56986,0.85742,0.83453,0.6265,0.70285,0.44196,1.18861,0.63616,0.86188,8.92e-05,8.92e-05,8.92e-05
94,2084.05,1.12399,0.56703,0.85552,0.839,0.62376,0.70306,0.44273,1.18645,0.63718,0.86114,7.93e-05,7.93e-05,7.93e-05
95,2106.67,1.12196,0.56353,0.85248,0.83823,0.62549,0.70488,0.44288,1.186,0.63773,0.86158,6.94e-05,6.94e-05,6.94e-05
96,2128.67,1.11392,0.55697,0.85546,0.84002,0.62391,0.70562,0.44354,1.18333,0.63572,0.86091,5.95e-05,5.95e-05,5.95e-05
97,2150.66,1.11578,0.55788,0.85031,0.83748,0.6244,0.70652,0.44471,1.18151,0.63266,0.86021,4.96e-05,4.96e-05,4.96e-05
98,2171.92,1.11239,0.55498,0.85413,0.8364,0.62545,0.70675,0.44492,1.18172,0.63344,0.86021,3.97e-05,3.97e-05,3.97e-05
99,2193.83,1.10282,0.55005,0.85058,0.83776,0.62587,0.70628,0.44471,1.18199,0.63274,0.86049,2.98e-05,2.98e-05,2.98e-05
100,2216.74,1.10622,0.55534,0.85154,0.84203,0.62325,0.70677,0.44521,1.1825,0.63425,0.8602,1.99e-05,1.99e-05,1.99e-05
